icao,ident,name,municipality,state,latitude_deg,longitude_deg,iso_country,type,point_category,source
SJ6K,SJ6K,FAZENDA LARANJEIRA,PIMENTA BUENO,RO,-12.220556,-60.443056,BR,private_aerodrome,Brasil,ANAC_privados
SJ6L,SJ6L,FAZENDA SANTA HELENA,NOVA CRIXÁS,GO,-14.100833,-50.827222,BR,private_aerodrome,Brasil,ANAC_privados
SJ6M,SJ6M,Fazenda Lagoa Bonita,LUCIARA,MT,-11.150556,-50.951111,BR,private_aerodrome,Brasil,ANAC_privados
SJ6N,SJ6N,Gana Gold Mineração,ITAITUBA,PA,-6.3733333,-56.266111,BR,private_aerodrome,Brasil,ANAC_privados
SJ6P,SJ6P,Fazenda Cruzeiro da Serra,NOVA IGUAÇU DE GOIÁS,GO,-14.466667,-49.381944,BR,private_aerodrome,Brasil,ANAC_privados
SJ6Q,SJ6Q,José Alencar Thomas Junior,TURMALINA,MG,-17.165278,-42.830833,BR,private_aerodrome,Brasil,ANAC_privados
SJ6R,SJ6R,Dalla Libera,NOVA MUTUM,MT,-13.753889,-55.791111,BR,private_aerodrome,Brasil,ANAC_privados
SJ6S,SJ6S,FAZENDA SANTA HELENA,PIUM,TO,-10.447222,-49.164167,BR,private_aerodrome,Brasil,ANAC_privados
SJ6T,SJ6T,Le Monde,RIBEIRÃO PRETO,São Paulo,-21.209444,-47.798333,BR,heliport,Brasil,ANAC_helipontos
SJ6U,SJ6U,São José,CAMPO VERDE,MT,-15.240556,-54.760278,BR,private_aerodrome,Brasil,ANAC_privados
SJ6V,SJ6V,Fazenda Morada Nova,ITAJÁ,GO,-18.883333,-51.598611,BR,private_aerodrome,Brasil,ANAC_privados
SJ6W,SJ6W,INDAIÁ,BERTIOGA,São Paulo,-23.821389,-46.0425,BR,heliport,Brasil,ANAC_helipontos
SJ6X,SJ6X,Faz. Sto. Antônio do Itiquira,SANTO ANTÔNIO DO LEVERGER,MT,-17.098333,-54.981389,BR,private_aerodrome,Brasil,ANAC_privados
SJ6Y,SJ6Y,AERO AGROTERRA,RONDON DO PARÁ,PA,-4.7127778,-48.039167,BR,private_aerodrome,Brasil,ANAC_privados
SJ6Z,SJ6Z,FAZENDA PIRATINI,SÃO DESIDÉRIO,BA,-12.677222,-45.770556,BR,private_aerodrome,Brasil,ANAC_privados
SJ72,SJ72,Tri Telecom,PORTO ALEGRE,Rio Grande do Sul,-29.984444,-51.120556,BR,heliport,Brasil,ANAC_helipontos
SJ73,SJ73,Castelo do Piauí,CASTELO DO PIAUÍ,PI,-5.305,-41.547222,BR,private_aerodrome,Brasil,ANAC_privados
SJ74,SJ74,AGT AGROPECUÁRIA,ARAGUAÇU,TO,-12.813056,-49.569444,BR,private_aerodrome,Brasil,ANAC_privados
SJ75,SJ75,Fazenda Santa Cecília,CARMO DO PARANAÍBA,MG,-19.001389,-46.244167,BR,private_aerodrome,Brasil,ANAC_privados
SJ76,SJ76,FAZENDA SÃO PAULO,ALTO ARAGUAIA,MT,-17.763889,-53.7325,BR,private_aerodrome,Brasil,ANAC_privados
SJ77,SJ77,FAZENDA CABECEIRAS DA TRANSCERRADO,PALMEIRA DO PIAUÍ,PI,-8.4488889,-44.531944,BR,private_aerodrome,Brasil,ANAC_privados
SJ78,SJ78,FAZENDA TALISMÃ,TALISMÃ,TO,-12.784722,-49.0075,BR,private_aerodrome,Brasil,ANAC_privados
SJ79,SJ79,Fazenda São Fernando,CORUMBÁ,MS,-19.985556,-57.294722,BR,private_aerodrome,Brasil,ANAC_privados
SJ7A,SJ7A,FAZENDA ESPÍRITO SANTO,FORMOSA DO RIO PRETO,BA,-11.593611,-46.117778,BR,private_aerodrome,Brasil,ANAC_privados
SJ7B,SJ7B,Municipal de Olímpia,OLÍMPIA,São Paulo,-20.724167,-48.915833,BR,heliport,Brasil,ANAC_helipontos
SJ7D,SJ7D,NATURAFRIG,ROCHEDO,MS,-19.961944,-54.845278,BR,private_aerodrome,Brasil,ANAC_privados
SJ7E,SJ7E,IGUATEMI CORPORATE,CAMPINAS,São Paulo,-22.864167,-47.021944,BR,heliport,Brasil,ANAC_helipontos
SJ7F,SJ7F,Fazendinha,DEODÁPOLIS,MS,-22.329444,-54.170833,BR,private_aerodrome,Brasil,ANAC_privados
SJ7G,SJ7G,FAZENDA SÃO CAETANO,MIRANDA,MS,-20.321944,-56.323889,BR,private_aerodrome,Brasil,ANAC_privados
SJ7H,SJ7H,VM MARINA CLUB,PARNAÍBA,Piauí,-2.9097222,-41.787778,BR,heliport,Brasil,ANAC_helipontos
SJ7I,SJ7I,FAZENDA DACAR,VERA,MT,-12.14,-55.224444,BR,private_aerodrome,Brasil,ANAC_privados
SJ7M,SJ7M,Teston II,NAVIRAÍ,Mato Grosso do Sul,-23.026111,-54.338056,BR,heliport,Brasil,ANAC_helipontos
SJ7O,SJ7O,Fazenda Primavera,RIO VERDE DE MATO GROSSO,MS,-18.575278,-54.946111,BR,private_aerodrome,Brasil,ANAC_privados
SJ7Q,SJ7Q,FAZENDA ARATABA,BODOQUENA,MS,-20.650833,-56.666944,BR,private_aerodrome,Brasil,ANAC_privados
SJ7R,SJ7R,FAZENDA BAIA MINEIRA,CORUMBÁ,MS,-18.451111,-56.722778,BR,private_aerodrome,Brasil,ANAC_privados
SJ7T,SJ7T,FAZENDA BIPANDÔRA,ITAPORÃ,MS,-22.000556,-54.905833,BR,private_aerodrome,Brasil,ANAC_privados
SJ7U,SJ7U,FAZENDA JATOBÁ,BRASILÂNDIA,MS,-21.263889,-52.517778,BR,private_aerodrome,Brasil,ANAC_privados
SJ7V,SJ7V,Fazenda São José,VILA BELA DA SANTÍSSIMA TRINDADE,MT,-14.955556,-59.919722,BR,private_aerodrome,Brasil,ANAC_privados
SJ7W,SJ7W,Valente,VALENTE,BA,-11.411389,-39.441944,BR,private_aerodrome,Brasil,ANAC_privados
SJ7Y,SJ7Y,Joli,SÃO PAULO,São Paulo,-23.527222,-46.586944,BR,heliport,Brasil,ANAC_helipontos
SJ7Z,SJ7Z,de Abaré,ABARÉ,BA,-8.7369444,-39.115278,BR,private_aerodrome,Brasil,ANAC_privados
SJ82,SJ82,Fazenda Boemia,PARAÍSO DAS ÁGUAS,MS,-19.129722,-53.283889,BR,private_aerodrome,Brasil,ANAC_privados
SJ83,SJ83,FAZENDA LEONARDO,PEDRA PRETA,MT,-17.021111,-54.203056,BR,private_aerodrome,Brasil,ANAC_privados
SJ84,SJ84,FAZENDA CODEARA,SANTA TEREZINHA,MT,-10.466111,-50.534167,BR,private_aerodrome,Brasil,ANAC_privados
SJ86,SJ86,Fortim,FORTIM,Ceará,-4.4305556,-37.779167,BR,heliport,Brasil,ANAC_helipontos
SJ87,SJ87,Usibras,AQUIRAZ,Ceará,-3.9255556,-38.382778,BR,heliport,Brasil,ANAC_helipontos
SJ89,SJ89,Fazenda Baliza,PARANATINGA,MT,-14.566667,-53.932222,BR,private_aerodrome,Brasil,ANAC_privados
SJ8A,SJ8A,GRATO AGROPECUÁRIA - FAZENDA IPANEMA,SÃO DESIDÉRIO,BA,-13.276111,-45.945278,BR,private_aerodrome,Brasil,ANAC_privados
SJ8B,SJ8B,São Joaquim,MANAUS,AM,-2.8036111,-60.048056,BR,private_aerodrome,Brasil,ANAC_privados
SJ8C,SJ8C,Zimba Castelo Branco,ARAÇARIGUAMA,São Paulo,-23.473056,-47.023056,BR,heliport,Brasil,ANAC_helipontos
SJ8F,SJ8F,AGROPECUÁRIA CAMPO NOVO,PERITORÓ,MA,-4.4655556,-44.173333,BR,private_aerodrome,Brasil,ANAC_privados
SJ8I,SJ8I,Complexo das Águias,UBAJARA,CE,-3.8183333,-40.946389,BR,private_aerodrome,Brasil,ANAC_privados
SJ8J,SJ8J,Fazenda São Paulo,AMAMBAI,MS,-22.951111,-54.840556,BR,private_aerodrome,Brasil,ANAC_privados
SJ8K,SJ8K,Fazenda Jaraguá,AQUIDAUANA,MS,-19.531389,-55.288611,BR,private_aerodrome,Brasil,ANAC_privados
SJ8L,SJ8L,Fazenda Morro São Pedro,CORUMBÁ,MS,-19.704444,-57.880278,BR,private_aerodrome,Brasil,ANAC_privados
SJ8M,SJ8M,Grupo Conde,SÃO JOSÉ DOS CAMPOS,São Paulo,-23.269167,-45.914167,BR,heliport,Brasil,ANAC_helipontos
SJ8N,SJ8N,Condomínio Aeronáutico Aeroagro,SORRISO,MT,-12.593611,-55.696944,BR,private_aerodrome,Brasil,ANAC_privados
SJ8O,SJ8O,Fazenda Bela Vista,CHUPINGUAIA,RO,-12.525,-61.118056,BR,private_aerodrome,Brasil,ANAC_privados
SJ8P,SJ8P,Fazenda Mata da Chuva,JUARA,MT,-11.558889,-57.864722,BR,private_aerodrome,Brasil,ANAC_privados
SJ8Q,SJ8Q,FAZENDA BRASÍLIA,ALTO ALEGRE,RR,3.21222222,-61.095556,BR,private_aerodrome,Brasil,ANAC_privados
SJ8R,SJ8R,Fazenda Santa Terezinha,CAMPO NOVO DO PARECIS,MT,-13.538333,-57.824722,BR,private_aerodrome,Brasil,ANAC_privados
SJ8T,SJ8T,Fazenda Sonho Azul,SÃO JOÃO DA BALIZA,RR,0.816666667,-59.853611,BR,private_aerodrome,Brasil,ANAC_privados
SJ8U,SJ8U,Fazenda Cambará,CORUMBÁ,MS,-17.9275,-55.221111,BR,private_aerodrome,Brasil,ANAC_privados
SJ8V,SJ8V,Fazenda Cremacq,BAIXA GRANDE DO RIBEIRO,PI,-8.2033333,-45.312778,BR,private_aerodrome,Brasil,ANAC_privados
SJ8W,SJ8W,Fazenda Colorado,ARAGUAÍNA,TO,-7.3455556,-48.194167,BR,private_aerodrome,Brasil,ANAC_privados
SJ8X,SJ8X,Fazenda Santa Lavínia,SANTA FÉ DE GOIÁS,GO,-15.549722,-51.105,BR,private_aerodrome,Brasil,ANAC_privados
SJ8Y,SJ8Y,FAZENDA CONCEIÇÃO,CORUMBÁ,MS,-18.021667,-56.825278,BR,private_aerodrome,Brasil,ANAC_privados
SJ8Z,SJ8Z,SEBASTIÃO GARCIA,CANARANA,MT,-13.290278,-52.381389,BR,private_aerodrome,Brasil,ANAC_privados
SJ92,SJ92,Agronova,TORIXORÉU,MT,-16.123056,-52.485278,BR,private_aerodrome,Brasil,ANAC_privados
SJ93,SJ93,Fazenda Paranoá,CANARANA,MT,-13.204167,-52.194722,BR,private_aerodrome,Brasil,ANAC_privados
SJ94,SJ94,Ipameri,IPAMERI,GO,-17.685556,-48.161667,BR,private_aerodrome,Brasil,ANAC_privados
SJ96,SJ96,Prudentópolis,PRUDENTÓPOLIS,PR,-25.1825,-50.923056,BR,private_aerodrome,Brasil,ANAC_privados
SJ97,SJ97,Fazenda Baguassu,PORTO MURTINHO,MS,-21.455556,-57.146111,BR,private_aerodrome,Brasil,ANAC_privados
SJ98,SJ98,Pedro Zanetti,ARROIO GRANDE,RS,-32.010556,-52.600278,BR,private_aerodrome,Brasil,ANAC_privados
SJ99,SJ99,FAZENDA VALE VERDE,FERNANDO FALCÃO,MA,-6.3541667,-45.296667,BR,private_aerodrome,Brasil,ANAC_privados
SJ9A,SJ9A,Barreirinha,BARREIRINHA,AM,-2.7961111,-57.056111,BR,private_aerodrome,Brasil,ANAC_privados
SJ9B,SJ9B,BOTUVERA,GAÚCHA DO NORTE,MT,-13.583611,-53.981667,BR,private_aerodrome,Brasil,ANAC_privados
SJ9C,SJ9C,Fazenda Vieira Munhoz,CANDEIAS DO JAMARI,RO,-9.195,-63.478611,BR,private_aerodrome,Brasil,ANAC_privados
SJ9E,SJ9E,ALBOR CAMPO ALEGRE,CAMPO ALEGRE,Santa Catarina,-26.1725,-49.315,BR,heliport,Brasil,ANAC_helipontos
SJ9F,SJ9F,Pedra da Gávea,RIO DE JANEIRO,Rio de Janeiro,-23.011111,-43.289167,BR,heliport,Brasil,ANAC_helipontos
SJ9G,SJ9G,FAZENDA MATA LINDA,QUERÊNCIA,MT,-11.825278,-52.759167,BR,private_aerodrome,Brasil,ANAC_privados
SJ9H,SJ9H,Fazenda Felicidade,PORANGATU,GO,-12.880278,-48.896111,BR,private_aerodrome,Brasil,ANAC_privados
SJ9I,SJ9I,Fazenda Barreiro Grande,NOVA CRIXÁS,GO,-14.5825,-50.325278,BR,private_aerodrome,Brasil,ANAC_privados
SJ9J,SJ9J,FAZENDA KI GRÃO,BAIXA GRANDE DO RIBEIRO,PI,-8.155,-44.964722,BR,private_aerodrome,Brasil,ANAC_privados
SJ9K,SJ9K,Fazenda Santa Maria,LAVÍNIA,SP,-21.145556,-51.027778,BR,private_aerodrome,Brasil,ANAC_privados
SJ9L,SJ9L,Fazenda Santa Paula,BARREIRAS,BA,-12.146667,-45.476944,BR,private_aerodrome,Brasil,ANAC_privados
SJ9M,SJ9M,Graúna,FORTUNA,MA,-5.5211111,-43.915,BR,private_aerodrome,Brasil,ANAC_privados
SJ9N,SJ9N,FAZENDA SÃO JOÃO,CÁCERES,MT,-15.683333,-57.575556,BR,private_aerodrome,Brasil,ANAC_privados
SJ9O,SJ9O,Boa Vista,CONCEIÇÃO DO MATO DENTRO,Minas Gerais,-19.053611,-43.421111,BR,heliport,Brasil,ANAC_helipontos
SJ9P,SJ9P,XIMARÍ,APIACÁS,MT,-8.8766667,-57.415278,BR,private_aerodrome,Brasil,ANAC_privados
SJ9Q,SJ9Q,CAIO - Induscar Indústria e Comércio de Carrocerias LTDA,GUARULHOS,São Paulo,-23.450278,-46.459167,BR,heliport,Brasil,ANAC_helipontos
SJ9R,SJ9R,Fazenda Rasante 02,JAÍBA,MG,-15.268056,-43.766944,BR,private_aerodrome,Brasil,ANAC_privados
SJ9U,SJ9U,Fazenda São José,RIACHÃO DAS NEVES,BA,-11.414444,-45.423333,BR,private_aerodrome,Brasil,ANAC_privados
SJ9V,SJ9V,FAZENDA PARANATINGA,SORRISO,MT,-11.922222,-55.731389,BR,private_aerodrome,Brasil,ANAC_privados
SJ9W,SJ9W,Arjon,OURO PRETO,Minas Gerais,-20.270556,-43.720278,BR,heliport,Brasil,ANAC_helipontos
SJ9X,SJ9X,FAZENDA PALMEIRA,TASSO FRAGOSO,MA,-8.7986111,-46.260278,BR,private_aerodrome,Brasil,ANAC_privados
SJ9Y,SJ9Y,FAZENDA PARNAÍBA,TASSO FRAGOSO,MA,-8.5094444,-46.075556,BR,private_aerodrome,Brasil,ANAC_privados
SJ9Z,SJ9Z,Fazenda Dois Irmãos,TAQUARITUBA,SP,-23.617778,-49.145278,BR,private_aerodrome,Brasil,ANAC_privados
SJA0,SJA0,Fazenda das Águas,ANGRA DOS REIS,Rio de Janeiro,-22.939722,-44.419722,BR,heliport,Brasil,ANAC_helipontos
SJA1,SJA1,Aaca Associação Aero Comodoro De Aviação,COMODORO,MT,-13.621944,-59.818611,BR,private_aerodrome,Brasil,ANAC_privados
SJA2,SJA2,Brotas de Macaúbas,BROTAS DE MACAÚBAS,BA,-11.999167,-42.635556,BR,private_aerodrome,Brasil,ANAC_privados
SJA3,SJA3,Merlin Agro/Itaúna,BURITI BRAVO,MA,-5.9397222,-43.746389,BR,private_aerodrome,Brasil,ANAC_privados
SJA8,SJA8,FAZENDA SANTA BÁRBARA,NOVA MONTE VERDE,MT,-10.268333,-57.308889,BR,private_aerodrome,Brasil,ANAC_privados
SJA9,SJA9,Fazenda Tanabí,PORTO ESPERIDIÃO,MT,-15.693611,-58.623611,BR,private_aerodrome,Brasil,ANAC_privados
SJAC,SJAC,Citropar,CAPITÃO POÇO,PA,-1.8402778,-47.184444,BR,private_aerodrome,Brasil,ANAC_privados
SJAD,SJAD,Tecno Bag,LORENA,São Paulo,-22.756667,-45.108611,BR,heliport,Brasil,ANAC_helipontos
SJAE,SJAE,Hospital Estadual Dr. Jayme Santos Neves,SERRA,Espírito Santo,-20.201111,-40.228056,BR,heliport,Brasil,ANAC_helipontos
SJAF,SJAF,Santo Antônio das Furnas,SANTO ANTÔNIO DO LEVERGER,MT,-16.981667,-54.955,BR,private_aerodrome,Brasil,ANAC_privados
SJAH,SJAH,Fazenda Gesso Integral,GRAJAÚ,MA,-5.7738889,-46.164722,BR,private_aerodrome,Brasil,ANAC_privados
SJAI,SJAI,Fazenda Davilândia,MONTIVIDIU DO NORTE,GO,-13.185,-48.752778,BR,private_aerodrome,Brasil,ANAC_privados
SJAJ,SJAJ,Estação Convention Center,CAMPO LARGO,Paraná,-25.438889,-49.434444,BR,heliport,Brasil,ANAC_helipontos
SJAK,SJAK,Aerobako,SINOP,MT,-11.917222,-55.434444,BR,private_aerodrome,Brasil,ANAC_privados
SJAL,SJAL,Lagoa Grande,IRAMAIA,BA,-13.403889,-41.011944,BR,private_aerodrome,Brasil,ANAC_privados
SJAM,SJAM,Estância Lajota,MAIRIPORÃ,São Paulo,-23.248333,-46.571111,BR,heliport,Brasil,ANAC_helipontos
SJAO,SJAO,Natura,CAJAMAR,São Paulo,-23.404167,-46.831667,BR,heliport,Brasil,ANAC_helipontos
SJAP,SJAP,Marjan,VALINHOS,São Paulo,-22.914167,-46.984722,BR,heliport,Brasil,ANAC_helipontos
SJAQ,SJAQ,Fazenda Renascença,URUANA DE MINAS,MG,-16.116944,-46.354444,BR,private_aerodrome,Brasil,ANAC_privados
SJAR,SJAR,Fazenda Araçatuba,NOVA CRIXÁS,GO,-14.53,-50.411111,BR,private_aerodrome,Brasil,ANAC_privados
SJAS,SJAS,Fazenda São Roque,REGINÓPOLIS,SP,-21.660278,-49.164444,BR,private_aerodrome,Brasil,ANAC_privados
SJAT,SJAT,Monte Moriá,CAMPINAS,São Paulo,-22.886944,-46.871389,BR,heliport,Brasil,ANAC_helipontos
SJAV,SJAV,Aerocéu Aviação Agrícola,CHAPADÃO DO CÉU,GO,-18.388611,-52.653333,BR,private_aerodrome,Brasil,ANAC_privados
SJAW,SJAW,Fazenda Citrícola,GAVIÃO PEIXOTO,SP,-21.724444,-48.377222,BR,private_aerodrome,Brasil,ANAC_privados
SJAX,SJAX,Helisul Afonso Pena,SÃO JOSÉ DOS PINHAIS,Paraná,-25.536944,-49.179167,BR,heliport,Brasil,ANAC_helipontos
SJAY,SJAY,Alphaville Araçagy,PAÇO DO LUMIAR,Maranhão,-2.47,-44.173889,BR,heliport,Brasil,ANAC_helipontos
SJAZ,SJAZ,Fazenda Querubim,SÃO DESIDÉRIO,BA,-12.77,-46.022778,BR,private_aerodrome,Brasil,ANAC_privados
SJB3,SJB3,FAZENDA REBOJO,CORUMBÁ,MS,-20.036944,-57.916944,BR,private_aerodrome,Brasil,ANAC_privados
SJB4,SJB4,THIAGO SIMON,MARAVILHA,Santa Catarina,-26.739722,-53.191667,BR,heliport,Brasil,ANAC_helipontos
SJB6,SJB6,FAZENDA SÃO LUÍS,RONCADOR,PR,-24.552222,-52.386667,BR,private_aerodrome,Brasil,ANAC_privados
SJB7,SJB7,Mercado Internacional,LAGOA SANTA,Minas Gerais,-19.657222,-43.913333,BR,heliport,Brasil,ANAC_helipontos
SJB8,SJB8,Fazenda Vale do Sonho,ARAGUAIANA,MT,-15.146389,-51.872222,BR,private_aerodrome,Brasil,ANAC_privados
SJB9,SJB9,Agropecuária Barra do Garças,BARRA DO GARÇAS,MT,-15.395278,-52.553611,BR,private_aerodrome,Brasil,ANAC_privados
SJBA,SJBA,Fazenda Beatriz,CAMPO GRANDE,MS,-21.487222,-53.617222,BR,private_aerodrome,Brasil,ANAC_privados
SJBB,SJBB,Fazenda Bacaba,CASEARA,TO,-9.525,-49.886667,BR,private_aerodrome,Brasil,ANAC_privados
SJBC,SJBC,Fazenda União,CUMARU DO NORTE,PA,-8.99,-51.215,BR,private_aerodrome,Brasil,ANAC_privados
SJBD,SJBD,Mundo Plaza,SALVADOR,Bahia,-12.979444,-38.461111,BR,heliport,Brasil,ANAC_helipontos
SJBG,SJBG,Birmann 31,SÃO PAULO,São Paulo,-23.59,-46.681944,BR,heliport,Brasil,ANAC_helipontos
SJBH,SJBH,Fazenda Canaã,CANARANA,MT,-12.801111,-52.526389,BR,private_aerodrome,Brasil,ANAC_privados
SJBI,SJBI,Scoda,IPEÚNA,São Paulo,-22.440278,-47.698333,BR,heliport,Brasil,ANAC_helipontos
SJBK,SJBK,Iriri,ALTAMIRA,PA,-5.6791667,-54.245,BR,private_aerodrome,Brasil,ANAC_privados
SJBL,SJBL,Fazenda São José,RIO CLARO,São Paulo,-22.330556,-47.488889,BR,heliport,Brasil,ANAC_helipontos
SJBM,SJBM,Quinta São José,PORTO FELIZ,São Paulo,-23.361389,-47.568611,BR,heliport,Brasil,ANAC_helipontos
SJBN,SJBN,Nossa Senhora Aparecida,RIO MARIA,PA,-7.3516667,-50.376111,BR,private_aerodrome,Brasil,ANAC_privados
SJBO,SJBO,EZ Towers B,SÃO PAULO,São Paulo,-23.627222,-46.701667,BR,heliport,Brasil,ANAC_helipontos
SJBP,SJBP,Atrium VI.Com,SÃO PAULO,São Paulo,-23.595556,-46.6875,BR,heliport,Brasil,ANAC_helipontos
SJBR,SJBR,Fazenda Santa Rita,FIGUEIRÓPOLIS,TO,-12.244167,-48.97,BR,private_aerodrome,Brasil,ANAC_privados
SJBS,SJBS,São José dos Campos,SÃO JOSÉ DOS CAMPOS,São Paulo,-23.211389,-45.900278,BR,heliport,Brasil,ANAC_helipontos
SJBT,SJBT,Fazenda Vera Lúcia,AQUIDAUANA,MS,-19.574444,-56.099444,BR,private_aerodrome,Brasil,ANAC_privados
SJBU,SJBU,Fazenda Alto Jaborandi,JABORANDI,BA,-14.692778,-45.981667,BR,private_aerodrome,Brasil,ANAC_privados
SJBV,SJBV,Rio Verde/Mercosul,CAMPO LARGO,Paraná,-25.4575,-49.464722,BR,heliport,Brasil,ANAC_helipontos
SJBW,SJBW,Berger Vile,SÃO LEOPOLDO,RS,-29.733056,-51.209722,BR,private_aerodrome,Brasil,ANAC_privados
SJBX,SJBX,Severino Lopes,SÃO JOSÉ DE MIPIBU,RN,-6.0186111,-35.241111,BR,private_aerodrome,Brasil,ANAC_privados
SJC2,SJC2,Fazenda Tabaroa,ÁGUAS DE SANTA BÁRBARA,SP,-22.798056,-49.268889,BR,private_aerodrome,Brasil,ANAC_privados
SJC3,SJC3,Fazenda Acarajá,AMAMBAI,MS,-23.001111,-54.699444,BR,private_aerodrome,Brasil,ANAC_privados
SJC4,SJC4,FAZENDA GALILÉIA 2,ALMAS,TO,-11.436389,-47.125278,BR,private_aerodrome,Brasil,ANAC_privados
SJC6,SJC6,RIACHO DE PEDRAS,PORTO DE PEDRAS,Alagoas,-9.2066667,-35.326667,BR,heliport,Brasil,ANAC_helipontos
SJC7,SJC7,Fazenda Paraíso,PORTO NACIONAL,TO,-10.451944,-48.175278,BR,private_aerodrome,Brasil,ANAC_privados
SJC8,SJC8,ECOFORTE,MOGI GUAÇU,São Paulo,-22.300278,-46.983056,BR,heliport,Brasil,ANAC_helipontos
SJC9,SJC9,INDUBRAS,CONTAGEM,Minas Gerais,-19.899167,-44.070278,BR,heliport,Brasil,ANAC_helipontos
SJCA,SJCA,Comandante Vittório Bonomi,MOCOCA,SP,-21.531667,-47.046944,BR,private_aerodrome,Brasil,ANAC_privados
SJCC,SJCC,Fazenda Serrana,CORRENTINA,BA,-13.930833,-46.231111,BR,private_aerodrome,Brasil,ANAC_privados
SJCE,SJCE,Convem,MAGÉ,Rio de Janeiro,-22.660278,-43.158333,BR,heliport,Brasil,ANAC_helipontos
SJCF,SJCF,J F M Demito,PALMAS,TO,-10.107778,-48.326389,BR,private_aerodrome,Brasil,ANAC_privados
SJCG,SJCG,Iate Clube de Santos,ANGRA DOS REIS,Rio de Janeiro,-22.977778,-44.433333,BR,heliport,Brasil,ANAC_helipontos
SJCI,SJCI,Capitão PM Paulo José de Menezes Filho,SÃO JOSÉ DOS CAMPOS,São Paulo,-23.194444,-45.874167,BR,heliport,Brasil,ANAC_helipontos
SJCJ,SJCJ,Fazenda Carajás,SAPEZAL,MT,-13.404444,-58.772222,BR,private_aerodrome,Brasil,ANAC_privados
SJCL,SJCL,Comando Piloto,SÃO JOSÉ DO RIO PARDO,São Paulo,-21.616389,-46.875278,BR,heliport,Brasil,ANAC_helipontos
SJCM,SJCM,Catuleve,AQUIRAZ,CE,-3.9394444,-38.378889,BR,private_aerodrome,Brasil,ANAC_privados
SJCN,SJCN,Fazenda Jacuba,MINEIROS,GO,-17.881944,-53.040833,BR,private_aerodrome,Brasil,ANAC_privados
SJCO,SJCO,Castello 54,ARAÇARIGUAMA,São Paulo,-23.430833,-47.111667,BR,heliport,Brasil,ANAC_helipontos
SJCP,SJCP,Fazenda São Roberto,PARAÚNA,GO,-17.067778,-50.845556,BR,private_aerodrome,Brasil,ANAC_privados
SJCQ,SJCQ,Fazenda Serra Azul,BAIXA GRANDE,BA,-11.935556,-40.049722,BR,private_aerodrome,Brasil,ANAC_privados
SJCR,SJCR,Fazenda Rebeca,BREJOLÂNDIA,BA,-12.682778,-43.871389,BR,private_aerodrome,Brasil,ANAC_privados
SJCS,SJCS,Fazenda Santa Carmem,PORTO VELHO,RO,-9.7197222,-65.144444,BR,private_aerodrome,Brasil,ANAC_privados
SJCT,SJCT,3 Tentos CETEC,SANTA BÁRBARA DO SUL,Rio Grande do Sul,-28.386944,-53.256667,BR,heliport,Brasil,ANAC_helipontos
SJCU,SJCU,SJ Agropecuária,CORRENTINA,BA,-13.694444,-45.888889,BR,private_aerodrome,Brasil,ANAC_privados
SJCV,SJCV,Roots,CAMANDUCAIA,Minas Gerais,-22.864722,-46.036389,BR,heliport,Brasil,ANAC_helipontos
SJCX,SJCX,Fazenda Visual,ESMERALDAS,Minas Gerais,-19.642222,-44.363889,BR,heliport,Brasil,ANAC_helipontos
SJCY,SJCY,Estância Abelha,CUIABÁ,MT,-15.680278,-55.955556,BR,private_aerodrome,Brasil,ANAC_privados
SJCZ,SJCZ,Fazenda Cascata,IPIRANGA DO NORTE,MT,-11.629444,-55.905,BR,private_aerodrome,Brasil,ANAC_privados
SJD3,SJD3,Madre Cabrini,BERNARDINO DE CAMPOS,SP,-22.982778,-49.508333,BR,private_aerodrome,Brasil,ANAC_privados
SJD6,SJD6,Blumen Park,LAJEADO,Rio Grande do Sul,-29.433889,-52.0175,BR,heliport,Brasil,ANAC_helipontos
SJD7,SJD7,Fazenda Entre Rios,ARUANÃ,GO,-14.438611,-50.863889,BR,private_aerodrome,Brasil,ANAC_privados
SJD8,SJD8,Fazenda Casa Velha,CARMO DO CAJURU,Minas Gerais,-20.191111,-44.683056,BR,heliport,Brasil,ANAC_helipontos
SJD9,SJD9,Fazenda Rosa Mística,SANTA BÁRBARA,Minas Gerais,-19.931389,-43.391667,BR,heliport,Brasil,ANAC_helipontos
SJDA,SJDA,Helicentro do Pontal,RIO DE JANEIRO,Rio de Janeiro,-23.014722,-43.5,BR,heliport,Brasil,ANAC_helipontos
SJDB,SJDB,Fazenda Santa Elisa,BRITÂNIA,GO,-15.055556,-51.363889,BR,private_aerodrome,Brasil,ANAC_privados
SJDC,SJDC,Fazenda Vale Verde,PIUM,TO,-9.9575,-49.754444,BR,private_aerodrome,Brasil,ANAC_privados
SJDD,SJDD,Jardim das Perdizes,SÃO PAULO,São Paulo,-23.52,-46.68,BR,heliport,Brasil,ANAC_helipontos
SJDE,SJDE,Fazenda União,JATEÍ,MS,-22.644167,-54.0975,BR,private_aerodrome,Brasil,ANAC_privados
SJDF,SJDF,Fazenda Futura,BRASILÂNDIA DE MINAS,MG,-16.946944,-46.194167,BR,private_aerodrome,Brasil,ANAC_privados
SJDG,SJDG,Jorge de Barros Carvalho,SALTO GRANDE,SP,-22.8875,-49.891389,BR,private_aerodrome,Brasil,ANAC_privados
SJDI,SJDI,Fazenda Ipiranga,LOANDA,PR,-22.918056,-53.068333,BR,private_aerodrome,Brasil,ANAC_privados
